time,lat,lon,ele
2021-01-05 23:52:51+00:00,-32.896142145618796,151.65692743845284,22.2
2021-01-05 23:52:52+00:00,-32.89613099768758,151.65685275569558,21.6
2021-01-05 23:52:53+00:00,-32.896120604127645,151.65677832439542,20.4
2021-01-05 23:52:54+00:00,-32.89610995911062,151.65670355781913,19.0
2021-01-05 23:52:55+00:00,-32.896098140627146,151.65662912651896,18.4
2021-01-05 23:52:56+00:00,-32.89608724415302,151.65655301883817,18.0
2021-01-05 23:52:57+00:00,-32.89607643149793,151.6564756538719,16.6
2021-01-05 23:52:58+00:00,-32.896066037938,151.65639937855303,15.6
2021-01-05 23:52:59+00:00,-32.89605882950127,151.6563223488629,15.4
2021-01-05 23:53:00+00:00,-32.896049190312624,151.65624448098242,15.2
2021-01-05 23:53:01+00:00,-32.89603955112398,151.65616870857775,16.4
2021-01-05 23:53:02+00:00,-32.89603251032531,151.65609260089695,17.0
2021-01-05 23:53:03+00:00,-32.89602320641279,151.65601758286357,16.0
2021-01-05 23:53:04+00:00,-32.89600954391062,151.65594507940114,15.6
2021-01-05 23:53:05+00:00,-32.89599663577974,151.65587559342384,15.2
2021-01-05 23:53:06+00:00,-32.89598925970495,151.65580661036074,15.2
2021-01-05 23:53:07+00:00,-32.89597333408892,151.6557430755347,15.0
2021-01-05 23:53:08+00:00,-32.89596009068191,151.65568348020315,16.4
2021-01-05 23:53:09+00:00,-32.89594994857907,151.6556212026626,17.8
2021-01-05 23:53:10+00:00,-32.89593863300979,151.65556035004556,17.6
2021-01-05 23:53:11+00:00,-32.89592505432665,151.65550192818046,16.4
2021-01-05 23:53:12+00:00,-32.89591608569026,151.65544803254306,15.6
2021-01-05 23:53:13+00:00,-32.895914325490594,151.65539757348597,15.2
2021-01-05 23:53:14+00:00,-32.89591742679477,151.65534703060985,15.0
2021-01-05 23:53:15+00:00,-32.89592111483216,151.655305121094,19.0
2021-01-05 23:53:16+00:00,-32.89592429995537,151.65528944693506,21.4
2021-01-05 23:53:17+00:00,-32.8959209471941,151.65528860874474,22.8
2021-01-05 23:53:18+00:00,-32.89592497050762,151.65528651326895,23.6
2021-01-05 23:53:19+00:00,-32.89592471905053,151.65528894402087,24.0
2021-01-05 23:53:20+00:00,-32.895924216136336,151.65528844110668,24.0
2021-01-05 23:53:21+00:00,-32.895917762070894,151.65528735145926,24.0
2021-01-05 23:53:22+00:00,-32.895916337147355,151.65528500452638,24.0
2021-01-05 23:53:23+00:00,-32.89591575041413,151.65528592653573,23.8
2021-01-05 23:53:24+00:00,-32.89592052809894,151.65528433397412,23.8
2021-01-05 23:53:25+00:00,-32.89591851644218,151.655281400308,24.0
2021-01-05 23:53:26+00:00,-32.89591055363417,151.65527570061386,24.2
2021-01-05 23:53:27+00:00,-32.895908458158374,151.65527075529099,24.0
2021-01-05 23:53:28+00:00,-32.89590636268258,151.6552647203207,23.8
2021-01-05 23:53:29+00:00,-32.89589890278876,151.65526011027396,24.0
2021-01-05 23:53:30+00:00,-32.89588809013367,151.6552617866546,24.0
2021-01-05 23:53:31+00:00,-32.895875349640846,151.65526597760618,23.8
2021-01-05 23:53:32+00:00,-32.895863531157374,151.655268156901,23.8
2021-01-05 23:53:33+00:00,-32.8958554007113,151.6552694980055,22.0
2021-01-05 23:53:34+00:00,-32.895846515893936,151.6552718449384,19.4
2021-01-05 23:53:35+00:00,-32.89583578705788,151.65526857599616,18.0
2021-01-05 23:53:36+00:00,-32.89583000354469,151.65526136755943,17.2
2021-01-05 23:53:37+00:00,-32.89582706987858,151.65525382384658,16.8
2021-01-05 23:53:38+00:00,-32.89582530967891,151.65524812415242,16.6
2021-01-05 23:53:39+00:00,-32.895828327164054,151.65524451993406,16.4
2021-01-05 23:53:40+00:00,-32.895834697410464,151.65524125099182,16.4
2021-01-05 23:53:41+00:00,-32.895846515893936,151.65523823350668,16.2
2021-01-05 23:53:42+00:00,-32.89585447870195,151.65523186326027,16.2
2021-01-05 23:53:43+00:00,-32.89586101658642,151.655220547691,16.0
2021-01-05 23:53:44+00:00,-32.89586671628058,151.65521065704525,16.0
2021-01-05 23:53:45+00:00,-32.89587325416505,151.65520956739783,16.0
2021-01-05 23:53:46+00:00,-32.89588037878275,151.6552102379501,16.0
2021-01-05 23:53:47+00:00,-32.89588180370629,151.65520856156945,16.0
2021-01-05 23:53:48+00:00,-32.89588205516338,151.65520805865526,16.0
2021-01-05 23:53:49+00:00,-32.89588616229594,151.65520160458982,15.8
2021-01-05 23:53:50+00:00,-32.895891861990094,151.65518919937313,15.8
2021-01-05 23:53:51+00:00,-32.89590150117874,151.6551735252142,15.6
2021-01-05 23:53:52+00:00,-32.89591155946255,151.65515935979784,15.6
2021-01-05 23:53:53+00:00,-32.895922623574734,151.6551420930773,15.6
2021-01-05 23:53:54+00:00,-32.895935447886586,151.65512155741453,15.6
2021-01-05 23:53:55+00:00,-32.89595087058842,151.65509724989533,16.0
2021-01-05 23:53:56+00:00,-32.89596528746188,151.6550691705197,15.8
2021-01-05 23:53:57+00:00,-32.895978866145015,151.65503916330636,19.6
2021-01-05 23:53:58+00:00,-32.895989678800106,151.65500504896045,24.4
2021-01-05 23:53:59+00:00,-32.895997390151024,151.65496515110135,26.8
2021-01-05 23:54:00+00:00,-32.896006191149354,151.65492558851838,28.0
2021-01-05 23:54:01+00:00,-32.896017422899604,151.65488569065928,30.4
